street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,date
5307 CABRILLO WAY,SACRAMENTO,095820,CA,3,1,1039,Residential,Tue May 20 00:00:00 EDT 2008,111000,38.52712,-121.435348,Tue
3725 DON JULIO BLVD,NORTH HIGHLANDS,095660,CA,3,1,1051,Residential,Tue May 20 00:00:00 EDT 2008,111000,38.67895,-121.379406,Tue
4803 MCCLOUD DR,SACRAMENTO,095842,CA,2,2,967,Residential,Tue May 20 00:00:00 EDT 2008,114800,38.682279,-121.352817,Tue
10542 SILVERWOOD WAY,RANCHO CORDOVA,095670,CA,3,1,1098,Residential,Tue May 20 00:00:00 EDT 2008,120108,38.587156,-121.295778,Tue
6318 39TH AVE,SACRAMENTO,095824,CA,3,1,1050,Residential,Tue May 20 00:00:00 EDT 2008,123225,38.518942,-121.430158,Tue
211 MCDANIEL CIR,SACRAMENTO,095838,CA,3,2,1110,Residential,Tue May 20 00:00:00 EDT 2008,123750,38.636565,-121.460383,Tue
3800 LYNHURST WAY,NORTH HIGHLANDS,095660,CA,3,1,888,Residential,Tue May 20 00:00:00 EDT 2008,125000,38.650445,-121.374861,Tue
6139 HERMOSA ST,SACRAMENTO,095822,CA,3,2,1120,Residential,Tue May 20 00:00:00 EDT 2008,125000,38.514665,-121.480411,Tue
2505 RHINE WAY,ELVERTA,095626,CA,3,2,1080,Residential,Tue May 20 00:00:00 EDT 2008,126000,38.717976,-121.407684,Tue
3692 PAYNE WAY,NORTH HIGHLANDS,095660,CA,3,1,957,Residential,Tue May 20 00:00:00 EDT 2008,129000,38.66654,-121.378298,Tue
604 MORRISON AVE,SACRAMENTO,095838,CA,2,1,952,Residential,Tue May 20 00:00:00 EDT 2008,134000,38.637678,-121.452476,Tue
648 SANTA ANA AVE,SACRAMENTO,095838,CA,3,2,1211,Residential,Tue May 20 00:00:00 EDT 2008,135000,38.658478,-121.450409,Tue
14 ASHLEY OAKS CT,SACRAMENTO,095815,CA,3,2,1264,Residential,Tue May 20 00:00:00 EDT 2008,135500,38.61779,-121.436765,Tue
3174 NORTHVIEW DR,SACRAMENTO,095833,CA,3,1,1080,Residential,Tue May 20 00:00:00 EDT 2008,140000,38.623817,-121.477827,Tue
840 TRANQUIL LN,GALT,095632,CA,3,2,1266,Residential,Tue May 20 00:00:00 EDT 2008,140000,38.270617,-121.299205,Tue
5333 PRIMROSE DR Unit 19A,FAIR OAKS,095628,CA,2,2,994,Condo,Tue May 20 00:00:00 EDT 2008,142500,38.662785,-121.276272,Tue
1035 MILLET WAY,SACRAMENTO,095834,CA,3,2,1202,Residential,Tue May 20 00:00:00 EDT 2008,143500,38.631056,-121.48508,Tue
3328 22ND AVE,SACRAMENTO,095820,CA,2,1,722,Residential,Tue May 20 00:00:00 EDT 2008,145000,38.532727,-121.470783,Tue
8001 HARTWICK WAY,SACRAMENTO,095828,CA,4,2,1448,Residential,Tue May 20 00:00:00 EDT 2008,145000,38.488623,-121.410582,Tue
7812 HARTWICK WAY,SACRAMENTO,095828,CA,3,2,1188,Residential,Tue May 20 00:00:00 EDT 2008,145000,38.488611,-121.412808,Tue
4207 PAINTER WAY,NORTH HIGHLANDS,095660,CA,4,2,1183,Residential,Tue May 20 00:00:00 EDT 2008,146000,38.692915,-121.367497,Tue
7458 WINKLEY WAY,SACRAMENTO,095822,CA,3,1,1320,Residential,Tue May 20 00:00:00 EDT 2008,148500,38.487444,-121.491366,Tue
8354 SUNRISE WOODS WAY,SACRAMENTO,095828,CA,3,2,1117,Residential,Tue May 20 00:00:00 EDT 2008,149000,38.473288,-121.3963,Tue
8116 COTTONMILL CIR,SACRAMENTO,095828,CA,3,2,1364,Residential,Tue May 20 00:00:00 EDT 2008,150000,38.482876,-121.405912,Tue
4660 CEDARWOOD WAY,SACRAMENTO,095823,CA,4,2,1310,Residential,Tue May 20 00:00:00 EDT 2008,150000,38.484834,-121.449316,Tue
9254 HARROGATE WAY,ELK GROVE,095758,CA,2,2,1006,Residential,Tue May 20 00:00:00 EDT 2008,152000,38.420138,-121.412179,Tue
6716 TAREYTON WAY,CITRUS HEIGHTS,095621,CA,3,2,1104,Residential,Tue May 20 00:00:00 EDT 2008,156000,38.693724,-121.307169,Tue
2028 ROBERT WAY,SACRAMENTO,095825,CA,2,1,810,Residential,Tue May 20 00:00:00 EDT 2008,156000,38.609982,-121.419263,Tue
9346 AIZENBERG CIR,ELK GROVE,095624,CA,2,2,1123,Residential,Tue May 20 00:00:00 EDT 2008,156000,38.41875,-121.370019,Tue
4524 LOCH HAVEN WAY,SACRAMENTO,095842,CA,2,1,904,Residential,Tue May 20 00:00:00 EDT 2008,157788,38.67273,-121.359645,Tue
7140 BLUE SPRINGS WAY,CITRUS HEIGHTS,095621,CA,3,2,1156,Residential,Tue May 20 00:00:00 EDT 2008,161653,38.720653,-121.302241,Tue
4631 11TH AVE,SACRAMENTO,095820,CA,2,1,1321,Residential,Tue May 20 00:00:00 EDT 2008,161829,38.541965,-121.452132,Tue
3228 BAGGAN CT,ANTELOPE,095843,CA,3,2,1392,Residential,Tue May 20 00:00:00 EDT 2008,165000,38.715346,-121.388163,Tue
8515 DARTFORD DR,SACRAMENTO,095823,CA,3,2,1439,Residential,Tue May 20 00:00:00 EDT 2008,168000,38.448288,-121.420719,Tue
4500 TIPPWOOD WAY,SACRAMENTO,095842,CA,3,2,1159,Residential,Tue May 20 00:00:00 EDT 2008,169000,38.69951,-121.359989,Tue
2460 EL ROCCO WAY,RANCHO CORDOVA,095670,CA,3,2,1671,Residential,Tue May 20 00:00:00 EDT 2008,175000,38.591477,-121.31534,Tue
8244 SUNBIRD WAY,SACRAMENTO,095823,CA,3,2,1740,Residential,Tue May 20 00:00:00 EDT 2008,176250,38.457654,-121.431381,Tue
5841 VALLEY VALE WAY,SACRAMENTO,095823,CA,3,2,1265,Residential,Tue May 20 00:00:00 EDT 2008,179000,38.461283,-121.434322,Tue
7863 CRESTLEIGH CT,ANTELOPE,095843,CA,2,2,1007,Residential,Tue May 20 00:00:00 EDT 2008,180000,38.710889,-121.358876,Tue
7129 SPRINGMONT DR,ELK GROVE,095758,CA,3,2,1716,Residential,Tue May 20 00:00:00 EDT 2008,180400,38.417649,-121.420294,Tue
8284 RED FOX WAY,ELK GROVE,095758,CA,4,2,1685,Residential,Tue May 20 00:00:00 EDT 2008,182000,38.417182,-121.397231,Tue
2219 EL CANTO CIR,RANCHO CORDOVA,095670,CA,4,2,1829,Residential,Tue May 20 00:00:00 EDT 2008,184500,38.592383,-121.318669,Tue
8907 GEMWOOD WAY,ELK GROVE,095758,CA,3,2,1555,Residential,Tue May 20 00:00:00 EDT 2008,185000,38.435471,-121.441173,Tue
5925 MALEVILLE AVE,CARMICHAEL,095608,CA,4,2,1120,Residential,Tue May 20 00:00:00 EDT 2008,189000,38.666564,-121.325717,Tue
7031 CANEVALLEY CIR,CITRUS HEIGHTS,095621,CA,3,2,1137,Residential,Tue May 20 00:00:00 EDT 2008,194000,38.718693,-121.303619,Tue
3949 WILDROSE WAY,SACRAMENTO,095826,CA,3,1,1174,Residential,Tue May 20 00:00:00 EDT 2008,195000,38.543697,-121.366683,Tue
4437 MITCHUM CT,ANTELOPE,095843,CA,3,2,1393,Residential,Tue May 20 00:00:00 EDT 2008,200000,38.704407,-121.36113,Tue
8151 QUAIL RIDGE CT,SACRAMENTO,095828,CA,3,2,1289,Residential,Tue May 20 00:00:00 EDT 2008,205000,38.461296,-121.390858,Tue
4899 WIND CREEK DR,SACRAMENTO,095838,CA,4,2,1799,Residential,Tue May 20 00:00:00 EDT 2008,205000,38.655887,-121.446119,Tue
6049 HAMBURG WAY,SACRAMENTO,095823,CA,4,3,1953,Residential,Tue May 20 00:00:00 EDT 2008,205000,38.443253,-121.431992,Tue
4232 71ST ST,SACRAMENTO,095820,CA,2,1,723,Residential,Tue May 20 00:00:00 EDT 2008,207000,38.536741,-121.42115,Tue
1889 COLD SPRINGS RD,PLACERVILLE,095667,CA,2,1,948,Residential,Tue May 20 00:00:00 EDT 2008,211500,38.739774,-120.860243,Tue
5805 HIMALAYA WAY,CITRUS HEIGHTS,095621,CA,4,2,1578,Residential,Tue May 20 00:00:00 EDT 2008,215000,38.696489,-121.328555,Tue
7944 SYLVAN OAK WAY,CITRUS HEIGHTS,095610,CA,3,2,1317,Residential,Tue May 20 00:00:00 EDT 2008,215000,38.710388,-121.261096,Tue
6217 LEOLA WAY,SACRAMENTO,095824,CA,3,1,1360,Residential,Tue May 20 00:00:00 EDT 2008,222381,38.513066,-121.451909,Tue
3035 BRUNNET LN,SACRAMENTO,095833,CA,3,2,1522,Residential,Tue May 20 00:00:00 EDT 2008,225000,38.624762,-121.522775,Tue
3025 EL PRADO WAY,SACRAMENTO,095825,CA,4,2,1751,Residential,Tue May 20 00:00:00 EDT 2008,225000,38.606603,-121.394147,Tue
9387 GRANITE FALLS CT,ELK GROVE,095624,CA,3,2,1465,Residential,Tue May 20 00:00:00 EDT 2008,225000,38.419214,-121.348533,Tue
9257 CALDERA WAY,SACRAMENTO,095826,CA,4,2,1605,Residential,Tue May 20 00:00:00 EDT 2008,228000,38.55821,-121.355022,Tue
441 ARLINGDALE CIR,RIO LINDA,095673,CA,4,2,1475,Residential,Tue May 20 00:00:00 EDT 2008,229665,38.702893,-121.454949,Tue
2284 LOS ROBLES RD,MEADOW VISTA,095722,CA,3,1,1216,Residential,Tue May 20 00:00:00 EDT 2008,230000,39.008159,-121.03623,Tue
8164 CHENIN BLANC LN,FAIR OAKS,095628,CA,2,2,1315,Residential,Tue May 20 00:00:00 EDT 2008,230000,38.665644,-121.259969,Tue
4620 CHAMBERLIN CIR,ELK GROVE,095757,CA,3,2,1567,Residential,Tue May 20 00:00:00 EDT 2008,230000,38.390557,-121.449805,Tue
5340 BIRK WAY,SACRAMENTO,095835,CA,3,2,1776,Residential,Tue May 20 00:00:00 EDT 2008,234000,38.672495,-121.515251,Tue
51 ANJOU CIR,SACRAMENTO,095835,CA,3,2,2187,Residential,Tue May 20 00:00:00 EDT 2008,235000,38.661658,-121.540633,Tue
2125 22ND AVE,SACRAMENTO,095822,CA,3,1,1291,Residential,Tue May 20 00:00:00 EDT 2008,236250,38.534596,-121.493121,Tue
7344 BUTTERBALL WAY,SACRAMENTO,095842,CA,3,2,1503,Residential,Tue May 20 00:00:00 EDT 2008,245000,38.699489,-121.361828,Tue
8219 GWINHURST CIR,SACRAMENTO,095828,CA,4,3,2491,Residential,Tue May 20 00:00:00 EDT 2008,245000,38.459711,-121.384283,Tue
3240 S ST,SACRAMENTO,095816,CA,2,1,1269,Residential,Tue May 20 00:00:00 EDT 2008,245000,38.562296,-121.467489,Tue
5706 GREENACRES WAY,ORANGEVALE,095662,CA,3,2,1176,Residential,Tue May 20 00:00:00 EDT 2008,250000,38.669882,-121.213533,Tue
6900 LONICERA DR,ORANGEVALE,095662,CA,4,2,1456,Residential,Tue May 20 00:00:00 EDT 2008,250000,38.692199,-121.250975,Tue
419 DAWNRIDGE RD,ROSEVILLE,095678,CA,3,2,1498,Residential,Tue May 20 00:00:00 EDT 2008,250000,38.725283,-121.297953,Tue
5312 MARBURY WAY,ANTELOPE,095843,CA,3,2,1574,Residential,Tue May 20 00:00:00 EDT 2008,255000,38.710221,-121.341651,Tue
6344 BONHAM CIR,CITRUS HEIGHTS,095610,CA,5,4,2085,Multi-Family,Tue May 20 00:00:00 EDT 2008,256054,38.682358,-121.272876,Tue
8207 YORKTON WAY,SACRAMENTO,095829,CA,3,2,2170,Residential,Tue May 20 00:00:00 EDT 2008,257729,38.45967,-121.360461,Tue
7922 MANSELL WAY,ELK GROVE,095758,CA,4,2,1595,Residential,Tue May 20 00:00:00 EDT 2008,260000,38.409634,-121.410787,Tue
5712 MELBURY CIR,ANTELOPE,095843,CA,3,2,1567,Residential,Tue May 20 00:00:00 EDT 2008,261000,38.705849,-121.334701,Tue
1570 GLIDDEN AVE,SACRAMENTO,095822,CA,4,2,1253,Residential,Tue May 20 00:00:00 EDT 2008,264469,38.482704,-121.500433,Tue
8108 FILIFERA WAY,ANTELOPE,095843,CA,4,3,1768,Residential,Tue May 20 00:00:00 EDT 2008,265000,38.717042,-121.35468,Tue
5342 CALABRIA WAY,SACRAMENTO,095835,CA,4,3,2030,Residential,Tue May 20 00:00:00 EDT 2008,270000,38.671807,-121.498274,Tue
47 NAPONEE CT,SACRAMENTO,095835,CA,3,2,1531,Residential,Tue May 20 00:00:00 EDT 2008,270000,38.665704,-121.529096,Tue
8864 REMBRANT CT,ELK GROVE,095624,CA,4,3,1653,Residential,Tue May 20 00:00:00 EDT 2008,275000,38.435288,-121.375703,Tue
9455 SEA CLIFF WAY,ELK GROVE,095758,CA,4,2,2056,Residential,Tue May 20 00:00:00 EDT 2008,275000,38.411522,-121.481406,Tue
9720 LITTLE HARBOR WAY,ELK GROVE,095624,CA,4,3,2494,Residential,Tue May 20 00:00:00 EDT 2008,280000,38.404934,-121.352405,Tue
8806 PHOENIX AVE,FAIR OAKS,095628,CA,3,2,1450,Residential,Tue May 20 00:00:00 EDT 2008,286013,38.660322,-121.230101,Tue
3578 LOGGERHEAD WAY,SACRAMENTO,095834,CA,4,2,2169,Residential,Tue May 20 00:00:00 EDT 2008,292000,38.633028,-121.526755,Tue
1416 LOCKHART WAY,ROSEVILLE,095747,CA,3,2,1440,Residential,Tue May 20 00:00:00 EDT 2008,292000,38.752399,-121.330328,Tue
5413 BUENA VENTURA WAY,FAIR OAKS,095628,CA,3,2,1527,Residential,Tue May 20 00:00:00 EDT 2008,293993,38.664552,-121.255937,Tue
37 WHITE BIRCH CT,ROSEVILLE,095678,CA,3,2,1401,Residential,Tue May 20 00:00:00 EDT 2008,294000,38.776327,-121.284514,Tue
405 MARLIN SPIKE WAY,SACRAMENTO,095838,CA,3,2,1411,Residential,Tue May 20 00:00:00 EDT 2008,296769,38.65783,-121.456842,Tue
7320 6TH ST,RIO LINDA,095673,CA,3,1,1284,Residential,Tue May 20 00:00:00 EDT 2008,300000,38.700553,-121.452223,Tue
993 MANTON CT,GALT,095632,CA,4,3,2307,Residential,Tue May 20 00:00:00 EDT 2008,300000,38.272942,-121.289148,Tue
4487 PANORAMA DR,PLACERVILLE,095667,CA,3,2,1329,Residential,Tue May 20 00:00:00 EDT 2008,300000,38.694559,-120.848157,Tue
5651 OVERLEAF WAY,SACRAMENTO,095835,CA,4,2,1910,Residential,Tue May 20 00:00:00 EDT 2008,300500,38.677454,-121.494791,Tue
2015 PROMONTORY POINT LN,GOLD RIVER,095670,CA,3,2,1981,Residential,Tue May 20 00:00:00 EDT 2008,305000,38.628732,-121.261149,Tue
8 RIVER RAFT CT,SACRAMENTO,095823,CA,4,2,2205,Residential,Tue May 20 00:00:00 EDT 2008,319789,38.447353,-121.434969,Tue
2251 LAMPLIGHT LN,LINCOLN,095648,CA,2,2,1449,Residential,Tue May 20 00:00:00 EDT 2008,330000,38.849924,-121.275729,Tue
106 FARHAM DR,FOLSOM,095630,CA,3,2,1258,Residential,Tue May 20 00:00:00 EDT 2008,330000,38.667834,-121.168578,Tue
5405 NECTAR CIR,ELK GROVE,095757,CA,3,2,2575,Residential,Tue May 20 00:00:00 EDT 2008,331000,38.387014,-121.440967,Tue
5411 10TH AVE,SACRAMENTO,095820,CA,2,1,539,Residential,Tue May 20 00:00:00 EDT 2008,334000,38.542727,-121.442449,Tue
3512 RAINSONG CIR,RANCHO CORDOVA,095670,CA,4,3,2208,Residential,Tue May 20 00:00:00 EDT 2008,336000,38.573488,-121.282809,Tue
1106 55TH ST,SACRAMENTO,095819,CA,3,1,1108,Residential,Tue May 20 00:00:00 EDT 2008,339000,38.563805,-121.436395,Tue
411 ILLSLEY WAY,FOLSOM,095630,CA,4,2,1595,Residential,Tue May 20 00:00:00 EDT 2008,339000,38.652002,-121.129504,Tue
796 BUTTERCUP CIR,GALT,095632,CA,4,2,2159,Residential,Tue May 20 00:00:00 EDT 2008,345000,38.279581,-121.300828,Tue
1230 SANDRA CIR,PLACERVILLE,095667,CA,4,3,2295,Residential,Tue May 20 00:00:00 EDT 2008,350000,38.738141,-120.784145,Tue
318 ANACAPA DR,ROSEVILLE,095678,CA,3,2,1838,Residential,Tue May 20 00:00:00 EDT 2008,356000,38.782094,-121.297133,Tue
3975 SHINING STAR DR,SACRAMENTO,095823,CA,4,2,1900,Residential,Tue May 20 00:00:00 EDT 2008,361745,38.487409,-121.461413,Tue
1620 BASLER ST,SACRAMENTO,095811,CA,4,2,1718,Residential,Tue May 20 00:00:00 EDT 2008,361948,38.591822,-121.478644,Tue
9688 NATURE TRAIL WAY,ELK GROVE,095757,CA,5,3,3389,Residential,Tue May 20 00:00:00 EDT 2008,370000,38.405224,-121.479275,Tue
9629 CEDAR OAK WAY,ELK GROVE,095757,CA,5,4,3260,Residential,Tue May 20 00:00:00 EDT 2008,385000,38.405527,-121.431746,Tue
3429 FERNBROOK CT,CAMERON PARK,095682,CA,3,2,2016,Residential,Tue May 20 00:00:00 EDT 2008,399000,38.664225,-121.007173,Tue
2121 HANNAH WAY,ROCKLIN,095765,CA,4,2,2607,Residential,Tue May 20 00:00:00 EDT 2008,402000,38.805749,-121.280931,Tue
10104 ANNIE ST,ELK GROVE,095757,CA,4,3,2724,Residential,Tue May 20 00:00:00 EDT 2008,406026,38.390465,-121.443479,Tue
1092 MAUGHAM CT,GALT,095632,CA,5,4,3746,Residential,Tue May 20 00:00:00 EDT 2008,420000,38.271646,-121.286848,Tue
6306 CONEJO,RANCHO MURIETA,095683,CA,4,2,3192,Residential,Tue May 20 00:00:00 EDT 2008,425000,38.512602,-121.087233,Tue
427 21ST ST,SACRAMENTO,095811,CA,2,1,1247,Residential,Tue May 20 00:00:00 EDT 2008,445000,38.582604,-121.47576,Tue
1044 GALSTON DR,FOLSOM,095630,CA,4,2,2581,Residential,Tue May 20 00:00:00 EDT 2008,450000,38.676306,-121.09954,Tue
4440 SYCAMORE AVE,SACRAMENTO,095841,CA,3,1,2068,Residential,Tue May 20 00:00:00 EDT 2008,460000,38.646374,-121.353658,Tue
9760 LAZULITE CT,ELK GROVE,095624,CA,4,3,3992,Residential,Tue May 20 00:00:00 EDT 2008,460000,38.403609,-121.335541,Tue
241 LANFRANCO CIR,SACRAMENTO,095835,CA,4,4,3397,Residential,Tue May 20 00:00:00 EDT 2008,465000,38.665696,-121.549437,Tue
5559 NORTHBOROUGH DR,SACRAMENTO,095835,CA,5,3,3881,Residential,Tue May 20 00:00:00 EDT 2008,471750,38.677225,-121.519687,Tue
2109 HAMLET PL,CARMICHAEL,095608,CA,2,2,1598,Residential,Tue May 20 00:00:00 EDT 2008,484000,38.602754,-121.329326,Tue
9970 STATE HIGHWAY 193,PLACERVILLE,095667,CA,4,3,1929,Residential,Tue May 20 00:00:00 EDT 2008,485000,38.787877,-120.816676,Tue
2901 PINTAIL WAY,ELK GROVE,095757,CA,4,3,3070,Residential,Tue May 20 00:00:00 EDT 2008,495000,38.398488,-121.473424,Tue
7756 TIGERWOODS DR,SACRAMENTO,095829,CA,5,3,3984,Residential,Tue May 20 00:00:00 EDT 2008,572500,38.47643,-121.309243,Tue
5709 RIVER OAK WAY,CARMICHAEL,095608,CA,4,2,2222,Residential,Tue May 20 00:00:00 EDT 2008,582000,38.602461,-121.330979,Tue
2981 WRINGER DR,ROSEVILLE,095661,CA,4,3,3838,Residential,Tue May 20 00:00:00 EDT 2008,613401,38.735373,-121.227072,Tue
4128 HILL ST,FAIR OAKS,095628,CA,5,5,2846,Residential,Tue May 20 00:00:00 EDT 2008,680000,38.64167,-121.262099,Tue
1409 47TH ST,SACRAMENTO,095819,CA,5,2,2484,Residential,Tue May 20 00:00:00 EDT 2008,699000,38.563244,-121.446876,Tue
3935 EL MONTE DR,LOOMIS,095650,CA,4,4,1624,Residential,Tue May 20 00:00:00 EDT 2008,839000,38.813337,-121.133348,Tue
5840 WALERGA RD,SACRAMENTO,095842,CA,2,1,840,Condo,Mon May 19 00:00:00 EDT 2008,40000,38.673678,-121.357471,Mon
923 FULTON AVE,SACRAMENTO,095825,CA,1,1,484,Condo,Mon May 19 00:00:00 EDT 2008,48000,38.582279,-121.401482,Mon
261 REDONDO AVE,SACRAMENTO,095815,CA,3,1,970,Residential,Mon May 19 00:00:00 EDT 2008,61500,38.620685,-121.460539,Mon
4030 BROADWAY,SACRAMENTO,095817,CA,2,1,623,Residential,Mon May 19 00:00:00 EDT 2008,62050,38.546798,-121.460038,Mon
3660 22ND AVE,SACRAMENTO,095820,CA,2,1,932,Residential,Mon May 19 00:00:00 EDT 2008,65000,38.532718,-121.46747,Mon
3924 HIGH ST,SACRAMENTO,095838,CA,2,1,796,Residential,Mon May 19 00:00:00 EDT 2008,65000,38.638797,-121.435049,Mon
4734 14TH AVE,SACRAMENTO,095820,CA,2,1,834,Residential,Mon May 19 00:00:00 EDT 2008,68000,38.539447,-121.450858,Mon
4734 14TH AVE,SACRAMENTO,095820,CA,2,1,834,Residential,Mon May 19 00:00:00 EDT 2008,68000,38.539447,-121.450858,Mon
5050 RHODE ISLAND DR Unit 4,SACRAMENTO,095841,CA,2,1,924,Condo,Mon May 19 00:00:00 EDT 2008,77000,38.658739,-121.333561,Mon
4513 GREENHOLME DR,SACRAMENTO,095842,CA,2,1,795,Condo,Mon May 19 00:00:00 EDT 2008,82732,38.669104,-121.359008,Mon
3845 ELM ST,SACRAMENTO,095838,CA,3,1,1250,Residential,Mon May 19 00:00:00 EDT 2008,84000,38.637337,-121.432835,Mon
3908 17TH AVE,SACRAMENTO,095820,CA,2,1,984,Residential,Mon May 19 00:00:00 EDT 2008,84675,38.53728,-121.463531,Mon
7109 CHANDLER DR,SACRAMENTO,095828,CA,3,1,1013,Residential,Mon May 19 00:00:00 EDT 2008,85000,38.497237,-121.424187,Mon
7541 SKELTON WAY,SACRAMENTO,095822,CA,3,1,1012,Residential,Mon May 19 00:00:00 EDT 2008,90000,38.484274,-121.488851,Mon
9058 MONTOYA ST,SACRAMENTO,095826,CA,2,1,795,Condo,Mon May 19 00:00:00 EDT 2008,90000,38.559144,-121.368387,Mon
1016 CONGRESS AVE,SACRAMENTO,095838,CA,2,2,918,Residential,Mon May 19 00:00:00 EDT 2008,91000,38.630151,-121.442789,Mon
540 MORRISON AVE,SACRAMENTO,095838,CA,3,1,1082,Residential,Mon May 19 00:00:00 EDT 2008,95000,38.637704,-121.453946,Mon
5303 JERRETT WAY,SACRAMENTO,095842,CA,2,1,964,Residential,Mon May 19 00:00:00 EDT 2008,97500,38.663282,-121.359631,Mon
2820 DEL PASO BLVD,SACRAMENTO,095815,CA,4,2,1404,Multi-Family,Mon May 19 00:00:00 EDT 2008,100000,38.617718,-121.440089,Mon
3715 TALLYHO DR Unit 78HIGH,SACRAMENTO,095826,CA,1,1,625,Condo,Mon May 19 00:00:00 EDT 2008,100000,38.544627,-121.35796,Mon
6013 ROWAN WAY,CITRUS HEIGHTS,095621,CA,2,1,888,Residential,Mon May 19 00:00:00 EDT 2008,101000,38.675893,-121.2963,Mon
2987 PONDEROSA LN,SACRAMENTO,095815,CA,4,2,1120,Residential,Mon May 19 00:00:00 EDT 2008,102750,38.622243,-121.457863,Mon
3732 LANKERSHIM WAY,NORTH HIGHLANDS,095660,CA,3,1,1331,Residential,Mon May 19 00:00:00 EDT 2008,112500,38.68972,-121.378399,Mon
2216 DUNLAP DR,SACRAMENTO,095821,CA,3,1,1014,Residential,Mon May 19 00:00:00 EDT 2008,113000,38.623738,-121.41305,Mon
3503 21ST AVE,SACRAMENTO,095820,CA,4,2,1448,Residential,Mon May 19 00:00:00 EDT 2008,114000,38.53361,-121.469308,Mon
523 EXCHANGE ST,SACRAMENTO,095838,CA,3,1,966,Residential,Mon May 19 00:00:00 EDT 2008,114000,38.659414,-121.45408,Mon
8101 PORT ROYALE WAY,SACRAMENTO,095823,CA,2,1,779,Residential,Mon May 19 00:00:00 EDT 2008,114750,38.463929,-121.438667,Mon
8020 WALERGA RD,ANTELOPE,095843,CA,2,2,836,Condo,Mon May 19 00:00:00 EDT 2008,115000,38.71607,-121.364468,Mon
167 VALLEY OAK DR,ROSEVILLE,095678,CA,2,2,1100,Condo,Mon May 19 00:00:00 EDT 2008,115000,38.732429,-121.288069,Mon
7876 BURLINGTON WAY,SACRAMENTO,095832,CA,3,1,1174,Residential,Mon May 19 00:00:00 EDT 2008,116100,38.470093,-121.468347,Mon
3726 JONKO AVE,NORTH HIGHLANDS,095660,CA,3,2,1207,Residential,Mon May 19 00:00:00 EDT 2008,119250,38.656131,-121.377265,Mon
7342 GIGI PL,SACRAMENTO,095828,CA,4,4,1995,Multi-Family,Mon May 19 00:00:00 EDT 2008,120000,38.490704,-121.410176,Mon
